"","scientificName","WKT","institutionCode","basisOfRecord","occurrenceID","catalogNumber","eventDate","year","month","day","georeferenceVerificationStatus","kingdom","phylum","class","order","family","scientific_name","subgenus","accepted_name","decimalLatitude","decimalLongitude"
"507","Hoplitis pygmaea (Timberlake & Michener, 1950)","POINT (-117.36 36.94)","USDA-ARS","PRESERVED_SPECIMEN","658817689","72411","1993-04-16T00:00:00",1993,4,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis pygmaea",NA,"Hoplitis pygmaea",36.94,-117.36
"508","Hylaeus mesillae mesillae","POINT (-117.81591 36.70299)","USDA-ARS","PRESERVED_SPECIMEN","658823420","102980","1995-05-19T00:00:00",1995,5,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus mesillae",NA,"Hylaeus mesillae",36.70299,-117.81591
"509","Hylaeus sejunctus Snelling, 1970","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658823600","BBSL325318","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus sejunctus",NA,"Hylaeus sejunctus",36,-116
"510","Hylaeus asininus (Cockerell & Casad, 1895)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658825635","98187","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus asininus",NA,"Hylaeus asininus",35,-115
"511","Hylaeus personatellus (Cockerell, 1915)","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658827651","98172","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus personatellus",NA,"Hylaeus personatellus",35,-116
"512","Lasioglossum imitatum (Smith, 1853)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658835292","BBSL305529","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum imitatum",NA,"Lasioglossum imitatum",36,-116
"513","Lasioglossum clarissimum (Ellis, 1914)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658838505","BBSL311998","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum clarissimum",NA,"Lasioglossum clarissimum",36,-116
"514","Lasioglossum comulum Michener, 1951","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658839964","BBSL289436","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum comulum",NA,"Lasioglossum comulum",35,-115
"515","Lasioglossum hunteri (Cockerell, 1932)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658842546","BBSL322570","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum hunteri",NA,"Lasioglossum hunteri",36,-116
"516","Lasioglossum impavidum (Sandhouse, 1924)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658845336","BBSL291140","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum impavidum",NA,"Lasioglossum impavidum",36,-116
"517","Lasioglossum perparvum (Ellis, 1914)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658863534","BBSL639553","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum perparvum",NA,"Lasioglossum perparvum",35,-115
"518","Lasioglossum petrellum (Cockerell, 1903)","POINT (-118.00647 36.28188)","USDA-ARS","PRESERVED_SPECIMEN","658866180","BBSL510027","1963-05-09T00:00:00",1963,5,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum petrellum",NA,"Lasioglossum petrellum",36.28188,-118.00647
"519","Lasioglossum pruinosiforme (Crawford, 1906)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658866306","BBSL293477","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum pruinosiforme",NA,"Lasioglossum pruinosiforme",36,-116
"520","Lasioglossum ruidosense (Cockerell, 1897)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658868296","BBSL306768","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum ruidosense",NA,"Lasioglossum ruidosense",36,-116
"521","Lasioglossum egregium (Vachal, 1904)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658903386","BBSL306089","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum egregium",NA,"Lasioglossum egregium",36,-116
"522","Lasioglossum lampronotum McGinley, 1986","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658904042","BBSL303118","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum lampronotum",NA,"Lasioglossum lampronotum",36,-116
"523","Lasioglossum argemonis (Cockerell, 1897)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658910676","BBSL283038","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum argemonis",NA,"Lasioglossum argemonis",36,-116
"524","Lasioglossum pulveris (Cockerell, 1930)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658916751","BBSL294917","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum pulveris",NA,"Lasioglossum pulveris",36,-116
"525","Lithurgus apicalis Cresson, 1875","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658922420","110437","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Lithurgus apicalis",NA,"Lithurgus apicalis",35,-116
"526","Lithurgus listrotus (Snelling, 1983)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658923113","BBSL677439","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Lithurgus listrotus",NA,"Lithurgus listrotus",35,-115
"527","Macrotera mortuaria (Timberlake, 1954)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658923762","BBSL282919","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Macrotera mortuaria",NA,"Macrotera mortuaria",35,-115
"528","Macrotera tristella (Timberlake, 1954)","POINT (-116.8675 36.4555)","USDA-ARS","PRESERVED_SPECIMEN","658924158","33476","1976-05-12T00:00:00",1976,5,12,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Macrotera tristella",NA,"Macrotera tristella",36.4555,-116.8675
"529","Macrotera arcuata (Fox, 1893)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658924176","BBSL293689","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Macrotera arcuata",NA,"Macrotera arcuata",36,-116
"530","Macrotera latior (Cockerell, 1896)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658924734","BBSL295899","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Macrotera latior",NA,"Macrotera latior",36,-116
"531","Megachile rossi Mitchell, 1943","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658925995","BBSL291059","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile rossi",NA,"Megachile rossi",35,-115
"532","Megachile spinotulata Mitchell, 1934","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658926237","BBSL536588","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile spinotulata",NA,"Megachile spinotulata",36,-116
"533","Megachile browni Mitchell, 1934","POINT (-116.05 34.20833)","USDA-ARS","PRESERVED_SPECIMEN","658927894","KWC0000641","1984-04-12T00:00:00",1984,4,12,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile browni",NA,"Megachile browni",34.20833,-116.05
"534","Megachile chilopsidis Cockerell, 1900","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","658927920","98391","1972-04-06T00:00:00",1972,4,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile chilopsidis",NA,"Megachile chilopsidis",34.84805,-114.61413
"535","Megachile discorhina Cockerell, 1924","POINT (-117.45 36.06)","USDA-ARS","PRESERVED_SPECIMEN","658928055","96756","1939-06-04T00:00:00",1939,6,4,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile discorhina",NA,"Megachile discorhina",36.06,-117.45
"536","Megachile lobatifrons Cockerell, 1924","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658928235","BBSL531219","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile lobatifrons",NA,"Megachile lobatifrons",36,-116
"537","Megachile odontostoma Cockerell, 1924","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658928389","BBSL544674","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile odontostoma",NA,"Megachile odontostoma",36,-116
"538","Megachile prosopidis Cockerell, 1900","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658928686","BBSL531498","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile prosopidis",NA,"Megachile prosopidis",35,-115
"539","Megachile montivaga Cresson, 1878","POINT (-116.58084 34.04695)","USDA-ARS","PRESERVED_SPECIMEN","658933860","KWC0009896","1987-04-28T00:00:00",1987,4,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile montivaga",NA,"Megachile montivaga",34.04695,-116.58084
"540","Megachile astragali Mitchell, 1938","POINT (-116.76085 34.41981)","USDA-ARS","PRESERVED_SPECIMEN","658934535","KWC0008411","1983-05-10T00:00:00",1983,5,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile astragali",NA,"Megachile astragali",34.41981,-116.76085
"541","Megachile mojavensis Mitchell, 1934","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658935129","112703","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile mojavensis",NA,"Megachile mojavensis",35,-116
"542","Megachile nevadensis Cresson, 1879","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658935309","112764","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile nevadensis",NA,"Megachile nevadensis",35,-115
"543","Megachile xerophila Cockerell, 1933","POINT (-116.05 34.20833)","USDA-ARS","PRESERVED_SPECIMEN","658937479","KWC0008439","1985-04-09T00:00:00",1985,4,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile xerophila",NA,"Megachile xerophila",34.20833,-116.05
"544","Megachile azteca Cresson, 1878","POINT (-116.5578 34.0014)","USDA-ARS","PRESERVED_SPECIMEN","658937721","KWC0008582","1984-03-28T00:00:00",1984,3,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile azteca",NA,"Megachile azteca",34.0014,-116.5578
"545","Megachile mellitarsis Cresson, 1878","POINT (-116.44123 34.19489)","USDA-ARS","PRESERVED_SPECIMEN","658939125","KWC0007615","1984-04-24T00:00:00",1984,4,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile mellitarsis",NA,"Megachile mellitarsis",34.19489,-116.44123
"546","Megachile newberryae Cockerell, 1900","POINT (-116.05 34.20833)","USDA-ARS","PRESERVED_SPECIMEN","658939260","KWC0007596","1984-05-01T00:00:00",1984,5,1,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile newberryae",NA,"Megachile newberryae",34.20833,-116.05
"547","Megachile policaris Say, 1831","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658939279","BBSL535917","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile policaris",NA,"Megachile policaris",36,-116
"548","Melissodes tristis Cockerell, 1894","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658949106","BBSL313264","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes tristis",NA,"Melissodes tristis",36,-116
"549","Melissodes opuntiella Cockerell, 1911","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658954687","BBSL273432","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes opuntiella",NA,"Melissodes opuntiella",36,-116
"550","Neolarra hurdi Shanks, 1978","POINT (-117.1116 36.6235)","USDA-ARS","PRESERVED_SPECIMEN","658955028","BBSL342248","1999-03-29T00:00:00",1999,3,29,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Neolarra hurdi",NA,"Neolarra hurdi",36.6235,-117.1116
"551","Neolarra verbesinae (Cockerell, 1895)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658955109","BBSL317890","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Neolarra verbesinae",NA,"Neolarra verbesinae",36,-116
"552","Nomia tetrazonata tetrazonata","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658961364","BBSL312617","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Nomia tetrazonata",NA,"Nomia tetrazonata",36,-116
"553","Osmia unca Michener, 1937","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658970616","BBSL297024","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia unca",NA,"Osmia unca",36,-116
"554","Osmia texana Cresson, 1872","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658977042","112879","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia texana",NA,"Osmia texana",35,-115
"555","Osmia enixa Sandhouse, 1924","POINT (-116.0369 34.1258)","USDA-ARS","PRESERVED_SPECIMEN","658990452","KWC0001749","1988-03-24T00:00:00",1988,3,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia enixa",NA,"Osmia enixa",34.1258,-116.0369
"556","Osmia gabrielis Cockerell, 1910","POINT (-117.26917 34.33806)","USDA-ARS","PRESERVED_SPECIMEN","658991794","KWC0002178","1989-04-06T00:00:00",1989,4,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia gabrielis",NA,"Osmia gabrielis",34.33806,-117.26917
"557","Osmia kincaidii Cockerell, 1897","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658993602","BBSL297014","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia kincaidii",NA,"Osmia kincaidii",36,-116
"558","Osmia lupinicola Cockerell, 1937","POINT (-117.46866 34.92081)","USDA-ARS","PRESERVED_SPECIMEN","658995196","KWC0002254","1998-04-30T00:00:00",1998,4,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia lupinicola",NA,"Osmia lupinicola",34.92081,-117.46866
"559","Osmia marginata Michener, 1936","POINT (-118.11646 34.57943)","USDA-ARS","PRESERVED_SPECIMEN","658995493","BBSL195478","1936-04-11T00:00:00",1936,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia marginata",NA,"Osmia marginata",34.57943,-118.11646
"560","Osmia pikei Cockerell, 1907","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658997392","BBSL300912","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia pikei",NA,"Osmia pikei",36,-116
"561","Osmia raritatis Michener, 1957","POINT (-115.62 34.84)","USDA-ARS","PRESERVED_SPECIMEN","658998904","110399","1983-05-24T00:00:00",1983,5,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia raritatis",NA,"Osmia raritatis",34.84,-115.62
"562","Osmia trevoris Cockerell, 1897","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659002259","BBSL577711","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia trevoris",NA,"Osmia trevoris",36,-116
"563","Osmia lignaria Say, 1837","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","659008866","BBSL193091","1972-04-06T00:00:00",1972,4,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia lignaria",NA,"Osmia lignaria",34.84805,-114.61413
"564","Perdita bellula Timberlake, 1954","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659024516","BBSL313638","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita bellula",NA,"Perdita bellula",36,-116
"565","Perdita coldeniae Timberlake, 1954","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659025939","BBSL295275","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita coldeniae",NA,"Perdita coldeniae",35,-115
"566","Perdita mandibularis Timberlake, 1954","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659027199","BBSL318151","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita mandibularis",NA,"Perdita mandibularis",36,-116
"567","Perdita abdominalis Timberlake, 1960","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659027955","BBSL322332","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita abdominalis",NA,"Perdita abdominalis",36,-116
"568","Perdita beatula Timberlake, 1960","POINT (-117.6838 37.0994)","USDA-ARS","PRESERVED_SPECIMEN","659032913","BBSL340554","1999-05-11T00:00:00",1999,5,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita beatula",NA,"Perdita beatula",37.0994,-117.6838
"569","Perdita chloris Timberlake, 1960","POINT (-117.8302 37.1507)","USDA-ARS","PRESERVED_SPECIMEN","659033129","BBSL349189","2000-05-09T00:00:00",2000,5,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita chloris",NA,"Perdita chloris",37.1507,-117.8302
"570","Perdita hirticeps Timberlake, 1960","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659035082","BBSL305337","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita hirticeps",NA,"Perdita hirticeps",36,-116
"571","Perdita numerata Cockerell, 1895","POINT (-117.0843 36.6426)","USDA-ARS","PRESERVED_SPECIMEN","659038926","BBSL328008","1999-04-27T00:00:00",1999,4,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita numerata",NA,"Perdita numerata",36.6426,-117.0843
"572","Perdita numerata numerata","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","659038944","153616","1966-04-21T00:00:00",1966,4,21,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita numerata",NA,"Perdita numerata",34.84805,-114.61413
"573","Perdita pectidis Cockerell, 1896","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659039079","BBSL274194","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita pectidis",NA,"Perdita pectidis",36,-116
"574","Xeroheriades micheneri Griswold, 1986","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659041184","BBSL758539","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Xeroheriades micheneri",NA,"Xeroheriades micheneri",35,-115
"575","Xylocopa tabaniformis Smith, 1854","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","659042831","112443","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa tabaniformis",NA,"Xylocopa tabaniformis",35,-116
"576","Perdita ashmeadi Cockerell, 1899","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659044217","BBSL544876","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita ashmeadi",NA,"Perdita ashmeadi",36,-116
"577","Perdita compta Timberlake, 1964","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659051660","BBSL296455","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita compta",NA,"Perdita compta",36,-116
"578","Perdita difficilis Timberlake, 1964","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","659053145","155747","1964-05-03T00:00:00",1964,5,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita difficilis",NA,"Perdita difficilis",34.84805,-114.61413
"579","Perdita eremophila Timberlake, 1964","POINT (-117.18587 34.50083)","USDA-ARS","PRESERVED_SPECIMEN","659053541","155778","1958-05-09T00:00:00",1958,5,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita eremophila",NA,"Perdita eremophila",34.50083,-117.18587
"580","Perdita exclamans Cockerell, 1895","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659053622","BBSL290464","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita exclamans",NA,"Perdita exclamans",36,-116
"581","Perdita heliotropii heliotropii","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659054388","BBSL282062","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita heliotropii",NA,"Perdita heliotropii",35,-115
"582","Perdita innotata Timberlake, 1964","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659054469","BBSL290627","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita innotata",NA,"Perdita innotata",36,-116
"583","Perdita luciae Cockerell, 1899","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659055080","BBSL544666","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita luciae",NA,"Perdita luciae",36,-116
"584","Perdita luciae luciae","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","659055440","93283","1964-05-03T00:00:00",1964,5,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita luciae",NA,"Perdita luciae",34.84805,-114.61413
